0000, 2131
13ed, b700
13ee, a454
13ef, aefe
13f0, f6e8
13f1, 075b
13f2, 3f86
13f3, 35c8
13f4, 870b
13f5, c9ef
13f6, ae32
13f7, cbab
13f8, 3d26
13f9, 32fb
13fa, 586b
13fb, fc32
13fc, cd16
13fd, aa76
13fe, 6802
13ff, c5ca
1400, c106
1401, 99b5
1402, 05ef
1403, 0d10
1404, a8d4
1405, f49a
1406, 404c
1407, f752
1408, 05cc
1409, a852
140a, e6bc
140b, 132c
140c, fea8
140d, 6de8
140e, c734
140f, fcaa
1410, 9bee
1411, 18ce
1412, b913
1413, bc11
1414, ea78
1415, 70e3
1416, 9616
1417, 427d
1418, b5c6
1419, 43e0
141a, 26c3
141b, 98c1
141c, 1be1
141d, e71e
141e, b477
141f, 1076
1420, 26e3
1421, 70c3
1422, d043
1423, bae0
1424, 4d28
1425, 19e5
1426, 93ea
1427, 4976
1428, bfb0
1429, 4686
142a, 93c5
142b, 9076
142c, 1616
142d, 4313
142e, d5c8
142f, 19ca
1430, 017d
1431, 1986
1432, 14ff
1433, f75e
1434, 8b91
1435, 64eb
1436, ccc9
1437, 9ea0
1438, a89e
1439, 9cfc
143a, d678
143b, ce11
143c, 1320
143d, 21f8
143e, 6261
143f, 4010
1440, 96f8
1441, 1c84
1442, a293
1443, ba96
1444, 70ca
1445, 08f8
1446, 7585
1447, 9112
1448, 5406
1449, 7f15
144a, 15ba
144b, 9c82
144c, 16f0
144d, 4393
144e, 7b14
144f, c8a0
1450, 6dfe
1451, 46e5
1452, a037
1453, 375f
1454, 1513
1455, 05f2
1456, a849
1457, 61e2
1458, c85f
1459, 54e2
145a, d983
145b, f749
145c, 6c58
145d, 33f7
145e, 2d43
145f, 5e98
1460, 71cd
1461, 71e7
1462, 0e9e
1463, cde1
1464, f1ae
1465, 9f10
1466, 1d73
1467, 6fc1
1468, ce01
1469, 61f1
146a, 9fe8
146b, 1eed
146c, 9ec7
146d, 6dee
146e, cfce
146f, 9dc6
1470, 0176
1471, b1cb
1472, 1f1e
1473, 9748
1474, 5e92
1475, 6f91
1476, 6244
1477, f35f
1478, 0948
1479, 125f
147a, ef1c
147b, 73d4
147c, 1360
147d, 21fe
147e, 8de2
147f, f250
1480, f113
1481, ebe2
1482, 5997
1483, 4355
1484, 7f43
1485, cffe
1486, c289
1487, 9df9
1488, a255
1489, 0e19
148a, b0e5
148b, 2359
148c, 9a38
148d, 87e8
148e, 914e
148f, 0438
1490, cda1
1491, ddcc
1492, 7512
1493, 6388
1494, a45e
1495, f5f4
1496, 888b
1497, 273f
1498, 50e8
1499, d83f
149a, 4540
149b, 07bb
149c, c766
149d, 9d1e
149e, 3192
149f, 3896
14a0, 1d00
14a1, 9229
14a2, 0f18
14a3, 1110
14a4, c264
14a5, fe90
14a6, 994c
14a7, 6382
14a8, cfc0
14a9, 0252
14aa, 932a
14ab, 772b
14ac, 9f08
14ad, 9118
14ae, c384
14af, 6106
14b0, 2d97
14b1, 9421
14b2, 5217
14b3, e742
14b4, 438c
14b5, cee7
14b6, f11d
14b7, e901
14b8, b945
14b9, 87e1
14ba, 9a46
14bb, 2fad
14bc, 9c8e
14bd, e3f7
14be, 42bb
14bf, 7583
14c0, 7da1
14c1, 128d
14c2, 1e98
14c3, 638e
14c4, 6731
14c5, 6e11
14c6, 0177
14c7, ffa0
14c8, 025e
14c9, 21f0
14ca, 13b3
14cb, 7f91
14cc, 772d
14cd, fd98
14ce, 6921
14cf, 9940
14d0, 1dc0
14d1, 1d18
14d2, c492
14d3, c1f1
14d4, 6ca2
14d5, 251c
14d6, 1a7f
14d7, 6e01
14d8, c4a4
14d9, 6c94
14da, 251f
14db, 1fe6
14dc, 9f73
14dd, f19e
14de, 0eae
14df, 9a7c
14e0, f117
14e1, 95b6
14e2, 588e
14e3, 4345
14e4, 268a
14e5, c419
14e6, 6c1b
14e7, 32c1
14e8, 1045
14e9, 3b41
14ea, ede6
14eb, 6ecd
14ec, 2a83
14ed, 87ee
14ee, 49ba
14ef, dfe3
14f0, 6b98
14f1, 1a4a
14f2, a858
14f3, acf6
14f4, b97c
14f5, 029f
14f6, df85
14f7, 2d15
14f8, aed6
14f9, d515
14fa, df2a
14fb, 2a85
14fc, 0bf0
14fd, 3798
14fe, 76ec
14ff, 02ac
1500, 510c
1501, 0a5e
1502, a948
1503, d614
1504, 46c7
1505, 8450
1506, 5103
1507, f926
1508, d921
1509, 3616
150a, 8f9e
150b, 0450
150c, 8f02
150d, 361f
150e, 1927
150f, 8a6d
1510, 4112
1511, a8c5
1512, 7f88
1513, 7651
1514, 6667
1515, df15
1516, 31fc
1517, 9f66
1518, 08b1
1519, 6156
151a, 36a2
151b, 4fac
151c, d6fb
151d, 9187
151e, 08b8
151f, a8cb
1520, ed15
1521, 50a2
1522, 1518
1523, cb41
1524, f3a7
1525, b543
1526, 8c30
1527, fed6
1528, c2c1
1529, fcf6
152a, 83de
152b, 8eac
152c, 5b1b
152d, 2d48
152e, c0d7
152f, 522d
1530, a174
1531, ca59
1532, b258
1533, 7c5a
1534, edb9
1535, 3481
1536, aa67
1537, e074
1538, be6a
1539, e381
153a, 3f59
153b, af94
153c, f4b9
153d, eb9f
153e, 75b9
153f, 31b4
1540, 4d9f
1541, c2b8
1542, 0e38
1543, 0b46
1544, 83d9
1545, ae9f
1546, fc56
1547, e5da
1548, 00d1
1549, 8c3a
154a, f367
154b, 2566
154c, abea
154d, 9d38
154e, 522f
154f, a004
1550, 3692
1551, cf0e
1552, c5fe
1553, cdfb
1554, 3dde
1555, a95e
1556, 369d
1557, 35db
1558, a5ab
1559, fd3b
155a, fa02
155b, f96d
155c, ca5b
155d, fd3e
155e, a5ae
155f, af6b
1560, b174
1561, 51ef
1562, a8f2
1563, a6fc
1564, 46c2
1565, efea
1566, 510f
1567, 48cc
1568, d8ac
1569, 361c
156a, 8f99
156b, bf9a
156c, ef09
156d, 3612
156e, d8a2
156f, 8174
1570, 51cc
1571, 0113
1572, b0e2
1573, 7c5b
1574, 9d7e
1575, 8ffb
1576, 0ade
1577, 926d
1578, 75bb
1579, 938d
157a, 6ffe
157b, 0440
157c, 6425
157d, eb92
157e, 7e0e
157f, 6adb
1580, 8be5
1581, 0e73
1582, 0f3e
1583, 011c
1584, 8aae
1585, 5092
1586, 635d
1587, 842c
1588, 0fab
1589, 8a3b
158a, 6d0e
158b, 62b0
158c, 0c8c
158d, 6143
158e, 54c3
158f, 056b
1590, adab
1591, cdfe
1592, d98e
1593, 1a8b
1594, 2a72
1595, 353d
1596, adae
1597, 29bd
1598, dfbb
1599, 46ed
159a, f5f2
159b, c53d
159c, f5d2
159d, 46e2
159e, 1f7e
159f, 3ddb
15a0, bdaa
15a1, 0c48
15a2, a0ef
15a3, db94
15a4, 23b7
15a5, 8efa
15a6, 0cd8
15a7, 22b6
15a8, d074
15a9, f386
15aa, 6537
15ab, 7536
15ac, 8ecf
15ad, 4bef
15ae, 1267
15af, 8da4
15b0, e6f9
15b1, 042f
15b2, ce8e
15b3, 1d9b
15b4, fd02
15b5, 5819
15b6, 86f4
15b7, feb0
15b8, ce7b
15b9, fd5d
15ba, 6ad9
15bb, 88ca
15bc, 7a34
15bd, 2d5e
15be, ce75
15bf, 0424
15c0, dd0b
15c1, cc85
15c2, b8ff
15c3, 0a3a
15c4, 9a29
15c5, 3eeb
15c6, ad02
15c7, e8a4
15c8, 74da
15c9, e614
15ca, f552
15cb, aeec
15cc, 2562
15cd, 86ff
15ce, 74d9
15cf, fcbb
15d0, ddca
15d1, adf9
15d2, 523e
15d3, bbfc
15d4, e32e
15d5, 4546
15d6, acd8
15d7, 80cc
15d8, b2d0
15d9, 8340
15da, 3537
15db, aefa
15dc, 3ec9
15dd, 8bf2
15de, b0c2
15df, 3c21
15e0, 8be9
15e1, 0569
15e2, c4e7
15e3, c1e4
15e4, 3a09
15e5, 5287
15e6, 8351
15e7, ff61
15e8, a474
15e9, fa91
15ea, 8d69
15eb, 8004
15ec, 0c84
15ed, f187
15ee, cf09
15ef, 5eb4
15f0, 31ff
15f1, c9d7
15f2, 0493
15f3, 065d
15f4, 6662
15f5, a438
15f6, 31f6
15f7, 846c
15f8, 090d
15f9, 615c
15fa, 36a7
15fb, f4d6
15fc, a6f4
15fd, 6153
15fe, 5962
15ff, a9d1
1600, f6e5
1601, a9c8
1602, 349c
1603, f8af
1604, 3838
1605, a9e5
1606, 3680
1607, a490
1608, 37aa
1609, a163
160a, 3628
160b, 3970
160c, c61a
160d, c10c
160e, a7f8
160f, a9ca
1610, f382
1611, 74bf
1612, fe9b
1613, 6f79
1614, 6fef
1615, c252
1616, f38c
1617, 1eec
1618, 6104
1619, cd75
161a, 6abf
161b, 22bc
161c, 0a84
161d, cd7b
161e, 71ef
161f, 0464
1620, f759
1621, c52f
1622, 3494
1623, fea9
1624, 351f
1625, a859
1626, 368a
1627, cfea
1628, 3ca4
1629, aa7f
162a, 3d2f
162b, f9ba
162c, cc34
162d, c104
162e, cd1f
162f, aed4
1630, 9bf5
1631, 60b6
1632, 821b
1633, 7db6
1634, 0c08
1635, b2f5
1636, e31b
1637, 00fb
1638, 95e6
1639, 53a2
163a, 63e6
163b, 90cb
163c, 6b57
163d, 0bcb
163e, 0e56
163f, 0297
1640, 9745
1641, 7ec8
1642, 6f1c
1643, 9ecf
1644, 8518
1645, 0945
1646, 6610
1647, b410
1648, 6dca
1649, 5ac3
164a, 6dc8
164b, 98c0
164c, 7c4a
164d, 71cc
164e, bc18
164f, 052a
1650, 9a82
1651, f520
1652, e9eb
1653, cd20
1654, cd25
1655, bf82
1656, 9aeb
1657, b9ed
1658, f510
1659, b6be
165a, 3d10
165b, 9f7d
165c, 3d15
165d, 767b
165e, a54c
165f, a543
1660, 6619
1661, 18c5
1662, 9f1a
1663, 28c2
1664, f8f5
1665, 08f9
1666, 661a
1667, 7ffa
1668, 26cc
1669, 01af
166a, f6c5
166b, 98ca
166c, c61b
166d, 71c4
166e, 16f5
166f, c8ab
1670, 2b99
1671, e2bc
1672, f094
1673, 7d60
1674, 5c65
1675, 10e9
1676, 43e1
1677, a2e6
1678, 6e50
1679, a307
167a, 838c
167b, 4201
167c, 9b83
167d, cb7a
167e, b55c
167f, 0083
1680, 9c39
1681, 9420
1682, 9014
1683, 7120
1684, 5a25
1685, 7549
1686, 9d11
1687, b2f1
1688, 6f40
1689, b3c7
168a, 6a40
168b, 9ea1
168c, e115
168d, 7ba4
168e, b44c
168f, 5f15
1690, 2619
1691, 39bc
1692, 39f4
1693, c160
1694, c165
1695, d919
1696, 4641
1697, a9f1
1698, f490
1699, a6d7
169a, f68c
169b, 49c1
169c, f683
169d, c6a4
169e, a45c
169f, c9e3
16a0, 9be5
16a1, d278
16a2, 6e9c
16a3, 200f
16a4, 3298
16a5, 00e5
16a6, 83e0
16a7, b590
16a8, fb0a
16a9, 5c03
16aa, 3378
16ab, e270
16ac, 1bea
16ad, 7d0c
16ae, d398
16af, c07a
16b0, 6a5f
16b1, 4e7c
16b2, 989a
16b3, cdbd
16b4, cdb3
16b5, 745f
16b6, 9a84
16b7, 7894
16b8, fe5d
16b9, 7679
16ba, 3dec
16bb, 9464
16bc, 3de2
16bd, 060a
16be, 1e80
16bf, ae92
16c0, f6f5
16c1, 9826
16c2, f81b
16c3, 7121
16c4, 01d8
16c5, 18f5
16c6, 261b
16c7, c81c
16c8, 9f46
16c9, c6a2
16ca, 6646
16cb, 28ab
16cc, 6647
16cd, 16ab
16ce, 7f36
16cf, 0837
16d0, 6b99
16d1, 00c5
16d2, e5ea
16d3, 90c5
16d4, 82f5
16d5, 5299
16d6, 83ea
16d7, 0e9a
16d8, e3cc
16d9, 5c0f
16da, 83c5
16db, 607a
16dc, 0bfb
16dd, 7d7a
16de, 0bf5
16df, 52ab
16e0, 2c3f
16e1, 3f7a
16e2, 42fa
16e3, c161
16e4, ca78
16e5, de3f
16e6, 4d44
16e7, 1014
16e8, f491
16e9, d3c9
16ea, 3a86
16eb, 2524
16ec, 3199
16ed, 1baa
16ee, cf86
16ef, a457
16f0, f345
16f1, 0f73
16f2, 351c
16f3, 6f75
16f4, 8f83
16f5, a045
16f6, f31c
16f7, a510
16f8, 8a7c
16f9, ad23
16fa, 6a75
16fb, f0c0
16fc, 0a8c
16fd, cdcc
16fe, 5ae3
16ff, 5fbc
1700, 1848
1701, 47d9
1702, 2596
1703, f126
1704, fe8f
1705, 12e8
1706, 2b8a
1707, dadf
1708, fc76
1709, 1d6f
170a, 2b69
170b, 474a
170c, 18d1
170d, 2f36
170e, 344f
170f, 1201
1710, 5457
1711, eab7
1712, c3c1
1713, 9706
1714, 1cf7
1715, 3347
1716, 4226
1717, 0a78
1718, f5a8
1719, 1216
171a, d2d7
171b, 8a86
171c, b466
171d, 6491
171e, 99e7
171f, a336
1720, a019
1721, 4ba9
1722, 69e1
1723, fdd6
1724, 9497
1725, 5987
1726, e786
1727, 1b28
1728, 6a06
1729, 7778
172a, e767
172b, 4b1a
172c, a0aa
172d, f041
172e, 2e37
172f, 5966
1730, 0058
1731, 9b09
1732, 99f1
1733, 9d04
1734, 841f
1735, 09f8
1736, 97f1
1737, 0bb8
1738, eaa4
1739, 07c8
173a, e7a9
173b, 9b51
173c, 000a
173d, 9051
173e, 6eef
173f, 59aa
1740, 5548
1741, edc7
1742, 7770
1743, 93c1
1744, 7152
1745, e783
1746, e870
1747, 0d2f
1748, 940e
1749, 788c
174a, b80e
174b, 8d16
174c, b521
174d, 6516
174e, 9049
174f, b75d
1750, def2
1751, 2bae
1752, 94fd
1753, 2bab
1754, e83e
1755, b43e
1756, e1fd
1757, dcd2
1758, e7ab
1759, 71d2
175a, 97a2
175b, 2c3d
175c, 12db
175d, 2e3d
175e, 42fe
175f, b8db
1760, c4fe
1761, 2ace
1762, 7ccd
1763, f7cd
1764, 0c13
1765, 631e
1766, 92c0
1767, c7a3
1768, 95ae
1769, 75f0
176a, 72ae
176b, fa10
176c, 14a0
176d, 2910
176e, f9fe
176f, 03f0
1770, 75ee
1771, edbe
1772, c770
1773, 830b
1774, a183
1775, 279e
1776, 286b
1777, 0d62
1778, 3475
1779, c88c
177a, d86e
177b, 9d8b
177c, b57b
177d, 659d
177e, 805e
177f, d79b
1780, b94e
1781, 9ac2
1782, 1cad
1783, eacb
1784, db3e
1785, 4c3e
1786, 4ead
1787, 7622
1788, 42a2
1789, 1e3b
178a, 12a2
178b, e61d
178c, bf2b
178d, 991d
178e, ef4e
178f, db3b
1790, 185e
1791, 470e
1792, 62e0
1793, f17c
1794, 8e83
1795, 729e
1796, 9b5b
1797, a7b5
1798, 8c7c
1799, 0bb5
179a, eb6e
179b, 475b
179c, 180b
179d, f880
179e, 34e3
179f, b20b
17a0, c5e8
17a1, 2db9
17a2, 1aa6
17a3, f301
17a4, c14f
17a5, 2718
17a6, 282a
17a7, cb6f
17a8, f4c8
17a9, 1f3a
17aa, 18d9
17ab, fd8a
17ac, 1571
17ad, f296
17ae, f059
17af, 17f1
17b0, d253
17b1, 4db2
17b2, ca06
17b3, 4c0c
17b4, d799
17b5, 3a58
17b6, 4461
17b7, 137e
17b8, 390f
17b9, 1491
17ba, d869
17bb, 438d
17bc, de6c
17bd, 2290
17be, 45e2
17bf, a65a
17c0, 74f8
17c1, eac9
17c2, 7301
17c3, 87c4
17c4, 5cef
17c5, 6398
17c6, 9201
17c7, 0aa7
17c8, e509
17c9, 02e6
17ca, b209
17cb, 9a11
17cc, b4aa
17cd, 6411
17ce, 89f9
17cf, 539a
17d0, 004e
17d1, 9bde
17d2, 241d
17d3, 9ddd
17d4, f413
17d5, c91e
17d6, 2710
17d7, 7dd3
17d8, 2aad
17d9, 1aa3
17da, 27ae
17db, 9b40
17dc, 00d0
17dd, 9e4d
17de, 6e43
17df, c9a0
17e0, af9f
17e1, 2769
17e2, f590
17e3, f60a
17e4, 4292
17e5, a553
17e6, 4c5d
17e7, 1167
17e8, 330c
17e9, 1c0e
17ea, 4b62
17eb, 4194
17ec, c96a
17ed, ff56
17ee, 2899
17ef, a06c
17f0, b8e5
17f1, 976e
17f2, 9216
17f3, 916d
17f4, 9e39
17f5, b248
17f6, eb16
17f7, b7b5
17f8, 9ca1
17f9, 7b2f
17fa, eba7
17fb, 9780
17fc, b80b
17fd, 9880
17fe, e452
17ff, b2d1
1800, ccdc
1801, 0193
1802, af85
1803, ca4a
1804, facf
1805, 3e3c
1806, cca5
1807, ff70
1808, af2a
1809, faec
180a, 6495
180b, cef0
180c, 6465
180d, fa85
180e, cfc8
180f, 816c
1810, 9749
1811, 19d5
1812, 10e5
1813, 71e4
1814, 610f
1815, 794f
1816, 673a
1817, 200c
1818, 7f7a
1819, fb9c
181a, f7d5
181b, 99da
181c, 174b
181d, 2be2
181e, 7f0f
181f, 192c
1820, 938f
1821, 02d5
1822, d9ef
1823, 1d1a
1824, 3caf
1825, b08f
1826, 8b5a
1827, f80a
1828, d5ca
1829, 379a
182a, 8bd5
182b, 626a
182c, 734c
182d, 26ef
182e, ceaf
182f, b02c
1830, cc24
1831, a89a
1832, be35
1833, 8b99
1834, 8386
1835, 3e44
1836, add9
1837, 952b
1838, 5257
1839, ed4b
183a, a768
183b, c534
183c, d67a
183d, 9c35
183e, 807a
183f, 4986
1840, 9355
1841, 1008
1842, 08f5
1843, 7dfa
1844, 8ca8
1845, 0255
1846, 6b90
1847, e9a0
1848, 0eaa
1849, 87f0
184a, fb08
184b, 9000
184c, 135a
184d, 96f5
184e, b5a8
184f, c26a
1850, fa39
1851, f460
1852, 5992
1853, fb33
1854, fb3c
1855, af39
1856, faf4
1857, 890d
1858, c2f3
1859, 865d
185a, 3190
185b, ffa1
185c, 3195
185d, 6692
185e, 32dc
185f, a453
1860, 1cbb
1861, 7a5f
1862, 0439
1863, ca4b
1864, fa25
1865, 258c
1866, cc65
1867, 942a
1868, c4db
1869, 6a4a
186a, 645f
186b, 155c
186c, 94b9
186d, 6a49
186e, 1425
186f, 9aba
1870, 0c2a
1871, 7930
1872, 1589
1873, ebe5
1874, 6380
1875, 6534
1876, 0da7
1877, 2e01
1878, 50e5
1879, 2de1
187a, 07d3
187b, 0e16
187c, b6ac
187d, 2c59
187e, 92b0
187f, 88fc
1880, fc8f
1881, 9560
1882, 00f9
1883, 9633
1884, 873c
1885, c559
1886, fd91
1887, 82c6
1888, 0833
1889, 83f1
188a, 6c50
188b, fe76
188c, ed95
188d, 6b1f
188e, e9dc
188f, 5e95
1890, 0a6b
1891, c230
1892, df49
1893, 36e5
1894, 36e0
1895, 8f5b
1896, 0a02
1897, 2fc1
1898, a983
1899, 2a14
189a, aba3
189b, 0f9d
189c, abac
189d, 2a49
189e, f9b0
189f, 3230
18a0, 7adc
18a1, 7df8
18a2, 0585
18a3, 1c8a
18a4, fd78
18a5, 643c
18a6, 01a3
18a7, 9e70
18a8, c5ba
18a9, 6de0
18aa, 6ef8
18ab, 7ff0
18ac, 95df
18ad, 9c85
18ae, 1e78
18af, 6cda
18b0, 2a32
18b1, efaa
18b2, 08e9
18b3, 2b8e
18b4, fb50
18b5, c442
18b6, fa3b
18b7, 687a
18b8, 1083
18b9, 6694
18ba, 81fa
18bb, f42c
18bc, e119
18bd, 9699
18be, 2060
18bf, bf1f
18c0, 7a64
18c1, d09c
18c2, 1435
18c3, 8619
18c4, 861a
18c5, 6484
18c6, 0a69
18c7, 24db
18c8, 58f9
18c9, 2a4b
18ca, ab05
18cb, 048a
18cc, db7b
18cd, fa35
18ce, e8ca
18cf, 40ec
18d0, 1aba
18d1, cc3f
18d2, 5e59
18d3, 0c3b
18d4, 8d25
18d5, 4f8a
18d6, a16f
18d7, 65ba
18d8, 5edb
18d9, 8d8a
18da, 3e3f
18db, c45a
18dc, 252f
18dd, 6c59
18de, 0525
18df, 4d2a
18e0, 6c42
18e1, 8e0a
18e2, a219
18e3, 2688
18e4, f796
18e5, 5e42
18e6, 8d3b
18e7, f0a4
18e8, 19e8
18e9, 33f4
18ea, 8c56
18eb, 65db
18ec, edef
18ed, fb19
18ee, f866
18ef, b588
18f0, f755
18f1, c8a8
18f2, a2f5
18f3, 019c
18f4, 8163
18f5, a855
18f6, f79c
18f7, 32a0
18f8, 540c
18f9, 3b30
18fa, f7af
18fb, f800
18fc, c73a
18fd, fbf5
18fe, 5403
18ff, a8da
1900, 8345
1901, 1136
1902, 6e3c
1903, 85d2
1904, f7c1
1905, 0045
1906, c4f7
1907, 1626
1908, 6ddb
1909, 2916
190a, 14a6
190b, f137
190c, b34b
190d, 5cdc
190e, f827
190f, 702b
1910, 6347
1911, 0968
1912, 8234
1913, 85df
1914, e45f
1915, 0237
1916, 6751
1917, 5984
1918, ecda
1919, 5769
191a, 9768
191b, 69b1
191c, 0336
191d, 5324
191e, 5a5f
191f, 72d6
1920, 675e
1921, 12d8
1922, 685b
1923, e465
1924, 2e3f
1925, 589e
1926, 3bf1
1927, a234
1928, 916c
1929, cbd9
192a, 4ba8
192b, f2d1
192c, 7750
192d, 576b
192e, dc3f
192f, b800
1930, 4755
1931, b208
1932, f88b
1933, 347e
1934, 8e87
1935, 1855
1936, 9b5a
1937, 5284
1938, 31bd
1939, 0bb9
193a, eb68
193b, e26a
193c, d790
193d, a7bb
193e, 5ce7
193f, d860
1940, 9788
1941, 5dfa
1942, 898a
1943, e469
1944, 9bd6
1945, 0988
1946, 5ef9
1947, 0d21
1948, eab4
1949, 6e31
194a, beaa
194b, 8d19
194c, 7751
194d, b7ba
194e, 60d8
194f, 79b1
1950, 2a87
1951, 1c3c
1952, 2f84
1953, 4977
1954, 4cac
1955, dfe7
1956, d233
1957, 1bd0
1958, 46b1
1959, 22f0
195a, dedc
195b, 4bf5
195c, 16e1
195d, dab4
195e, 2ea5
195f, 1974
1960, 3389
1961, a9d5
1962, 458a
1963, 4569
1964, 3442
1965, a259
1966, 373b
1967, d44b
1968, 3cb4
1969, da25
196a, 47d5
196b, 392b
196c, a35a
196d, dcb4
196e, da32
196f, d26a
1970, e739
1971, 0d9c
1972, 8934
1973, 84c8
1974, 6b7b
1975, b949
1976, 7e53
1977, 7d6d
1978, 8aa1
1979, 6e8d
197a, 7e0c
197b, 6d53
197c, b7f1
197d, 572a
197e, 9002
197f, b9c1
1980, 2c5e
1981, 0a3c
1982, 458b
1983, 420e
1984, 91ac
1985, 158e
1986, b8f5
1987, 06d0
1988, 437d
1989, 9830
198a, 74dc
198b, 86f5
198c, 1b9d
198d, dc6b
198e, 6fa5
198f, 107d
1990, e389
1991, 119c
1992, 6054
1993, 8507
1994, 377b
1995, 7089
1996, 1493
1997, c1bd
1998, 8d61
1999, f4ed
199a, d40c
199b, 2153
199c, b3e1
199d, 5364
199e, f872
199f, b0b1
19a0, 4745
19a1, cd56
19a2, 343c
19a3, 3425
19a4, fbb1
19a5, a945
19a6, ce57
19a7, 1bb1
19a8, 3adb
19a9, 2086
19aa, 1e66
19ab, fd87
19ac, d73b
19ad, dadc
19ae, 2067
19af, d92b
19b0, 6a33
19b1, c003
19b2, e43c
19b3, 89a3
19b4, 4293
19b5, 7433
19b6, 2c50
19b7, a55c
19b8, e7a0
19b9, dc65
19ba, 2b03
19bb, f560
19bc, 06f0
19bd, 5adc
19be, a393
19bf, 78a0
19c0, 8355
19c1, 59a8
19c2, 828b
19c3, e50e
19c4, 8417
19c5, b255
19c6, e73a
19c7, b934
19c8, 8c7d
19c9, 5729
19ca, e7a8
19cb, 89da
19cc, 5390
19cd, b36b
19ce, baf7
19cf, b200
19d0, 3739
19d1, b2d5
19d2, 2f4a
19d3, 3429
19d4, 6e42
19d5, c839
19d6, 6b3b
19d7, b54c
19d8, f124
19d9, 7d25
19da, 9bd5
19db, 82db
19dc, d73a
19dd, da2a
19de, 5c42
19df, 18da
19e0, 2c33
19e1, 1808
19e2, 2e3c
19e3, 42a3
19e4, 4858
19e5, def3
19e6, 4196
19e7, d45a
19e8, 4bd0
19e9, 116f
19ea, 270f
19eb, 2466
19ec, 1bf0
19ed, dcdc
19ee, d798
19ef, 12ac
19f0, f348
19f1, b19c
19f2, f04a
19f3, 4529
19f4, 9700
19f5, a018
19f6, 545e
19f7, 016d
19f8, 2d24
19f9, 649d
19fa, b460
19fb, 8192
19fc, 1341
19fd, a32a
19fe, 9863
19ff, d0c1
1a00, f648
1a01, d929
1a02, f4f6
1a03, ffd7
1a04, ff39
1a05, c918
1a06, f64a
1a07, a43a
1a08, faa1
1a09, c1df
1a0a, 2629
1a0b, 392a
1a0c, 1641
1a0d, c1d6
1a0e, aa39
1a0f, 19c1
1a10, 86e9
1a11, b809
1a12, 6851
1a13, 6f68
1a14, 9f87
1a15, 5899
1a16, 86ea
1a17, 7886
1a18, 9166
1a19, 06b8
1a1a, e679
1a1b, e87a
1a1c, 569a
1a1d, 06b1
1a1e, 7157
1a1f, b80a
1a20, 3bf9
1a21, d0c9
1a22, f2f1
1a23, 2ed8
1a24, 2517
1a25, a237
1a26, 3346
1a27, c046
1a28, 2ca6
1a29, c3c8
1a2a, 4327
1a2b, 30ca
1a2c, dbfa
1a2d, cbd1
1a2e, 1d47
1a2f, d2d6
1a30, 9b58
1a31, 7079
1a32, 62e1
1a33, 6e79
1a34, 8599
1a35, 7298
1a36, 93e1
1a37, 0051
1a38, 8c74
1a39, 0307
1a3a, e379
1a3b, 90b1
1a3c, 7b9a
1a3d, 0bb1
1a3e, 0d99
1a3f, b20a
1a40, eb1f
1a41, 72d7
1a42, 6046
1a43, 9ed7
1a44, e549
1a45, 501f
1a46, 6346
1a47, b24a
1a48, 9d21
1a49, 532f
1a4a, 9327
1a4b, 9226
1a4c, bbf4
1a4d, 7b26
1a4e, bc39
1a4f, b0c4
1a50, 4d12
1a51, 10ce
1a52, 251d
1a53, 20c2
1a54, 404e
1a55, d54e
1a56, 4d1d
1a57, d54b
1a58, 43cb
1a59, 1d22
1a5a, 23c2
1a5b, 252d
1a5c, 134b
1a5d, 1d2d
1a5e, d31e
1a5f, d02b
1a60, f64e
1a61, 18de
1a62, 2f40
1a63, 2fde
1a64, ff3e
1a65, c83e
1a66, f640
1a67, 1f30
1a68, f12d
1a69, c1d3
1a6a, 262e
1a6b, 2820
1a6c, c630
1a6d, 112d
1a6e, c143
1a6f, 18d0
1a70, 9b5e
1a71, b20e
1a72, 605d
1a73, 6e75
1a74, 859e
1a75, 708e
1a76, e38b
1a77, 528c
1a78, 6d0b
1a79, 5362
1a7a, e37e
1a7b, e26b
1a7c, 7b9b
1a7d, 0bb0
1a7e, 5ce3
1a7f, 707b
1a80, e1f2
1a81, 78ae
1a82, 9f4d
1a83, 98a2
1a84, e91e
1a85, bf12
1a86, 9a4d
1a87, b43b
1a88, 96cb
1a89, ba22
1a8a, 96ce
1a8b, 94dd
1a8c, 773b
1a8d, 71dd
1a8e, b7fe
1a8f, 792b
1a90, 268e
1a91, d97e
1a92, f99d
1a93, ff02
1a94, 3f5e
1a95, 19ee
1a96, 268b
1a97, a95b
1a98, 3a0b
1a99, c662
1a9a, 46be
1a9b, 49bb
1a9c, 16eb
1a9d, c66d
1a9e, aa9e
1a9f, d97b
1aa0, 2b88
1aa1, d269
1aa2, fe56
1aa3, feb8
1aa4, 3559
1aa5, c088
1aa6, 338a
1aa7, d55a
1aa8, fd61
1aa9, ac6f
1aaa, 43b9
1aab, 42ba
1aac, 1b51
1aad, 1d66
1aae, ac8f
1aaf, 10b1
1ab0, 3d95
1ab1, 1262
1ab2, 2e50
1ab3, f005
1ab4, 20e2
1ab5, de95
1ab6, 4deb
1ab7, 1e5d
1ab8, 2b0c
1ab9, 1dbe
1aba, 23b2
1abb, 4e0b
1abc, c35c
1abd, cd60
1abe, 1b92
1abf, 126c
1ac0, 6638
1ac1, 78a9
1ac2, 6841
1ac3, 9fa9
1ac4, 6ff9
1ac5, 7838
