0000, 8ee8
13dc, 58da
13dd, 1f7a
13de, dfc5
13df, 9091
13e0, 010f
13e1, 3e33
13e2, 5cd3
13e3, a255
13e4, 9255
13e5, 01fa
13e6, 38a6
13e7, 3b03
13e8, 67d6
13e9, a85d
13ea, a8d5
13eb, 6206
13ec, 3495
13ed, 516d
13ee, a7ff
13ef, 97f9
13f0, 8d1f
13f1, 07d6
13f2, 7d6a
13f3, 9c59
13f4, 1258
13f5, 8a93
13f6, 20ba
13f7, 20a0
13f8, 27d2
13f9, 4639
13fa, 10e3
13fb, 220b
13fc, 0200
13fd, 7dcd
13fe, 5b35
13ff, 17f1
1400, b464
1401, e494
1402, ed73
1403, c7f8
1404, 1049
1405, b3ea
1406, 18a7
1407, 4029
1408, 7abd
1409, c916
140a, cede
140b, c6c0
140c, 4e3e
140d, e162
140e, b291
140f, 8d83
1410, 24b3
1411, 4454
1412, 4db3
1413, 078e
1414, 9089
1415, d352
1416, e960
1417, e0b9
1418, d26d
1419, 0957
141a, 7eb9
141b, 0760
141c, ee5e
141d, 436d
141e, d284
141f, 3d83
1420, be73
1421, 8e94
1422, 8b64
1423, 624e
1424, ec49
1425, 6882
1426, 83d0
1427, ecde
1428, b66d
1429, 0147
142a, b429
142b, 7ad0
142c, 843e
142d, 890d
142e, 67e4
142f, 8b83
1430, 4d56
1431, cc5b
1432, 1f86
1433, 2644
1434, 3644
1435, 4db6
1436, fe2d
1437, f7d4
1438, a155
1439, d832
143a, d823
143b, a022
143c, 1944
143d, ca65
143e, 246b
143f, 3465
1440, 8c9b
1441, bc5b
1442, e49b
1443, 701e
1444, 8648
1445, 8207
1446, e527
1447, e6c8
1448, 7158
1449, b517
144a, b9c8
144b, 702b
144c, 8948
144d, 726e
144e, 7107
144f, 8468
1450, bfa3
1451, e431
1452, ecd4
1453, 2b51
1454, 105f
1455, b432
1456, 490a
1457, 1b01
1458, 7add
1459, ce5c
145a, 256f
145b, c60a
145c, 4e91
145d, e3da
145e, bcf4
145f, 8d33
1460, 5b42
1461, bbfc
1462, 851a
1463, ddf9
1464, 4235
1465, 56ac
1466, 432b
1467, 32ae
1468, b543
1469, 24f0
146a, d3d5
146b, d2db
146c, 431e
146d, bbd4
146e, 68cc
146f, 55d4
1470, 8c16
1471, bcfb
1472, 843b
1473, 6093
1474, 8654
1475, 522b
1476, 5e7d
1477, 86b4
1478, b335
1479, 655d
147a, b904
147b, 6bbd
147c, 89e4
147d, baa5
147e, 61cb
147f, 8425
1480, de78
1481, 1e9e
1482, 4b0e
1483, a244
1484, fc41
1485, d8e7
1486, 44dc
1487, 1ca4
1488, 2b6b
1489, a112
148a, d421
148b, ccdc
148c, 1434
148d, 4e0b
148e, a7ee
148f, 3b88
1490, 409d
1491, cb5c
1492, 1e52
1493, ba14
1494, 5243
1495, 4b62
1496, 942a
1497, ea24
1498, c953
1499, b342
149a, 61c3
149b, 0c2d
149c, e341
149d, c66f
149e, 2e02
149f, 4563
14a0, 4b3b
14a1, cbfb
14a2, 1516
14a3, bde1
14a4, 5254
14a5, 46c0
14a6, efb2
14a7, 9204
14a8, c945
14a9, 649c
14aa, b3b4
14ab, 0c62
14ac, e3e4
14ad, c7d8
14ae, 28a7
14af, 4525
14b0, 3c12
14b1, ccfc
14b2, 44fc
14b3, a099
14b4, 3655
14b5, 32cc
14b6, 497b
14b7, 467e
14b8, 2434
14b9, d590
14ba, d905
14bb, 26bb
14bc, 19ee
14bd, 2ca4
14be, a1cc
14bf, 3424
14c0, 8b86
14c1, bb5b
14c2, 8586
14c3, dd53
14c4, 4284
14c5, 566b
14c6, 34bd
14c7, 3264
14c8, 6855
14c9, 245d
14ca, 2364
14cb, ddb2
14cc, 4384
14cd, b665
14ce, 68bb
14cf, 55b5
14d0, d428
14d1, 44fe
14d2, 4dc9
14d3, 0714
14d4, 9031
14d5, d3f7
14d6, eedc
14d7, e0c3
14d8, 2d26
14d9, 09f2
14da, 0e21
14db, 702a
14dc, eef4
14dd, 44db
14de, d21e
14df, 3d38
14e0, 25d3
14e1, 1e34
14e2, 1023
14e3, cc5e
14e4, fc59
14e5, 254d
14e6, 1300
14e7, 1d79
14e8, a7dd
14e9, cf80
14ea, cf69
14eb, a200
14ec, 149e
14ed, 19dd
14ee, 2b34
14ef, 3b33
14f0, bea8
14f1, 8e38
14f2, eba8
14f3, 7258
14f4, ec5e
14f5, b8f7
14f6, 8107
14f7, 8c6e
14f8, 77db
14f9, 719b
14fa, b46e
14fb, 7207
14fc, 8498
14fd, e8d7
14fe, 77fe
14ff, 8b38
1500, 237e
1501, fe26
1502, a02b
1503, f740
1504, f108
1505, 3648
1506, 2abe
1507, a51e
1508, a20b
1509, f92e
150a, 1aeb
150b, d15e
150c, abc9
150d, 137b
150e, d825
150f, 329e
1510, b5a1
1511, 58e9
1512, 567e
1513, 790b
1514, eec4
1515, b8e7
1516, 07c3
1517, 99eb
1518, 66cc
1519, e77b
151a, e0f2
151b, 0914
151c, 07e6
151d, 58ca
151e, b69e
151f, 8b11
1520, cfa1
1521, 9119
1522, 52c9
1523, 73db
1524, 1fa4
1525, b3f7
1526, a223
1527, 9116
1528, d2ca
1529, eaab
152a, 1d32
152b, a113
152c, 0246
152d, f1ca
152e, 7afe
152f, 4df1
1530, 0173
1531, 3e4f
1532, 3021
1533, c9ad
1534, 9103
1535, a912
1536, ba6f
1537, 3e3a
1538, 6abc
1539, f7ad
153a, ea9d
153b, 615f
153c, 203a
153d, 51ba
153e, a713
153f, 9ae4
1540, 7324
1541, 5ec0
1542, 0bc0
1543, 8630
1544, e1a4
1545, 9749
1546, b2a4
1547, 75f9
1548, ba2c
1549, e9d9
154a, e232
154b, b131
154c, b0a9
154d, 83c2
154e, 6829
154f, ea14
1550, 0179
1551, 3e83
1552, fb73
1553, a8bd
1554, 9175
1555, d8ea
1556, 6275
1557, 3e8a
1558, 0276
1559, f77d
155a, 9286
155b, 6189
155c, dbed
155d, 51b6
155e, a7ef
155f, 52e9
1560, af03
1561, f120
1562, aa27
1563, 1c40
1564, ff04
1565, 1c4e
1566, cc04
1567, a139
1568, ac02
1569, ff29
156a, fce2
156b, cfe3
156c, cad9
156d, 1f72
156e, cfde
156f, 1c93
1570, c568
1571, 9883
1572, 9773
1573, 78bd
1574, 1e75
1575, 7992
1576, c665
1577, e99d
1578, a776
1579, e77d
157a, 1b86
157b, c995
157c, 765d
157d, f8b6
157e, 7654
157f, 1098
1580, 0fa9
1581, 31cd
1582, d22d
1583, 4d3c
1584, 9fa5
1585, 4d34
1586, 7d28
1587, a14f
1588, bdc7
1589, 1fd1
158a, 9d36
158b, 7f18
158c, d22f
158d, efc7
158e, 2fa4
158f, 5df9
1590, 0825
1591, 5413
1592, 5c2f
1593, 73dd
1594, e9a5
1595, 011d
1596, b6a5
1597, 8f3a
1598, 6720
1599, eaad
159a, e636
159b, b939
159c, bdfd
159d, 58c6
159e, 0243
159f, 9715
15a0, c9c4
15a1, 947a
15a2, 0d7c
15a3, ea5a
15a4, 19c3
15a5, 9a81
15a6, 27d1
15a7, 049f
15a8, d7dc
15a9, 916f
15aa, 17f2
15ab, 294f
15ac, 7d0f
15ad, 492c
15ae, 01bf
15af, f7f4
15b0, 0563
15b1, 38b0
15b2, a7b0
15b3, 4b80
15b4, 9e74
15b5, 105e
15b6, 7b64
15b7, c959
15b8, 7072
15b9, 1eb9
15ba, 9b82
15bb, 7e94
15bc, 2669
15bd, e5b2
15be, 256e
15bf, 9093
15c0, cfa8
15c1, f1e3
15c2, fa74
15c3, c17d
15c4, ffc5
15c5, c1e2
15c6, caa5
15c7, f19d
15c8, aacb
15c9, fa7d
15ca, 1c16
15cb, a1f5
15cc, ca9d
15cd, f1c6
15ce, ca94
15cf, 1c18
15d0, 6509
15d1, 582d
15d2, 6622
15d3, e03c
15d4, ee05
15d5, 8b44
15d6, 7078
15d7, 0941
15d8, 6b07
15d9, ee21
15da, 9096
15db, 0e98
15dc, 072f
15dd, 8577
15de, b5d4
15df, 8b99
15e0, d8c9
15e1, f4e5
15e2, fd78
15e3, a176
15e4, f9c8
15e5, d3e7
15e6, d729
15e7, 3f87
15e8, a6cb
15e9, fa7b
15ea, f716
15eb, d94e
15ec, dc80
15ed, f8c6
15ee, d2e9
15ef, 361e
15f0, c971
15f1, 94b0
15f2, 0cb6
15f3, 5280
15f4, 1974
15f5, 5285
15f6, 2674
15f7, 04e9
15f8, c672
15f9, 91b9
15fa, 1682
15fb, 2981
15fc, 6c79
15fd, 49b2
15fe, 6175
15ff, 46e1
1600, c329
1601, 0a91
1602, 09f7
1603, b613
1604, 4a1f
1605, 2986
1606, d5de
1607, 035b
1608, 50f8
1609, 231d
160a, b9cf
160b, 5d5e
160c, a638
160d, 6f04
160e, 2a45
160f, 1689
1610, a52f
1611, f351
1612, 9661
1613, da9e
1614, 30ef
1615, 033c
1616, 5970
1617, 5aae
1618, 06ba
1619, d99c
161a, df79
161b, 6ac0
161c, 599e
161d, f3ba
161e, a631
161f, 9d4f
1620, 9a43
1621, 9064
1622, f2b1
1623, a59c
1624, 4ce9
1625, a84c
1626, 0dc0
1627, 577e
1628, c2ba
1629, d1e7
162a, f6ef
162b, b770
162c, 9dae
162d, 00bd
162e, 0f32
162f, 1b4f
1630, 9b50
1631, df0b
1632, 3002
1633, a251
1634, 9681
1635, ed20
1636, 2ec4
1637, b1fd
1638, 3973
1639, 085c
163a, a3b1
163b, 8c14
163c, 27f3
163d, 3ae6
163e, 75b0
163f, 94d9
1640, 1f23
1641, 5d07
1642, f7c7
1643, a89b
1644, 1d4e
1645, 87d2
1646, 8b35
1647, 0f9a
1648, 3ec8
1649, 2f4b
164a, f758
164b, 5a93
164c, b8f0
164d, 5368
164e, 1dcd
164f, e8d1
1650, 9753
1651, 6332
1652, de12
1653, 7310
1654, 8099
1655, c45c
1656, f08f
1657, d487
1658, 4713
1659, be97
165a, 92f9
165b, 4289
165c, a95c
165d, 5d43
165e, 798d
165f, 1d5f
1660, f637
1661, 6032
1662, 3f32
1663, bc53
1664, eb39
1665, 5a6b
1666, 14d0
1667, 4765
1668, a331
1669, be36
166a, 746f
166b, cb60
166c, 4135
166d, 06d1
166e, d9db
166f, 936e
1670, f9b3
1671, 9f3b
1672, 9887
1673, 713d
1674, 1631
1675, f2b7
1676, 77b2
1677, fd6f
1678, 7889
1679, a53a
167a, ec44
167b, cd6c
167c, e763
167d, 0f45
167e, f062
167f, 14b9
1680, 9038
1681, f608
1682, 3c28
1683, 6f57
1684, 371e
1685, 6182
1686, adac
1687, 5bc4
1688, a227
1689, d81b
168a, 9d9e
168b, 67cc
168c, 3ad1
168d, a06b
168e, 05fb
168f, 9281
1690, 91d5
1691, 3662
1692, 3c7b
1693, 0e52
1694, f28f
1695, eb67
1696, 8244
1697, d9fd
1698, 4175
1699, c38c
169a, 9084
169b, 40f4
169c, b43d
169d, 35b3
169e, ea26
169f, e569
16a0, e64a
16a1, a9a7
16a2, 9a07
16a3, dc38
16a4, fb5e
16a5, 4a2d
16a6, b103
16a7, 7ef0
16a8, 5f08
16a9, de5b
16aa, a4de
16ab, 87f5
16ac, 7c9f
16ad, 30fb
16ae, b92d
16af, 132f
16b0, 9f68
16b1, f3f2
16b2, 5e42
16b3, 78f6
16b4, 9d5f
16b5, 372b
16b6, c766
16b7, 3ad5
16b8, 0841
16b9, 6f5d
16ba, e735
16bb, add0
16bc, 1b05
16bd, af34
16be, 9d0b
16bf, f82e
16c0, fd80
16c1, 0657
16c2, 9337
16c3, cb3f
16c4, e241
16c5, f66c
16c6, 14bc
16c7, eb6f
16c8, 0349
16c9, 743a
16ca, c821
16cb, 7bbc
16cc, 145f
16cd, 06b9
16ce, a367
16cf, f5bf
16d0, 0361
16d1, 3f38
16d2, 3068
16d3, d6f8
16d4, 5a9e
16d5, 693b
16d6, 59ac
16d7, 3da4
16d8, a667
16d9, 639b
16da, d9ae
16db, daac
16dc, 55f4
16dd, f3d7
16de, 6a54
16df, 963e
16e0, a46f
16e1, d0f4
16e2, 6ff2
16e3, b0e9
16e4, 5cf9
16e5, 758a
16e6, d3b9
16e7, d55c
16e8, 5a13
16e9, bf10
16ea, 6e09
16eb, 368f
16ec, dd5e
16ed, d9c3
16ee, cd8f
16ef, 9b5f
16f0, 1085
16f1, 65f7
16f2, 01ec
16f3, 2f4a
16f4, 87f1
16f5, 213b
16f6, 9a5e
16f7, a84b
16f8, 5ce4
16f9, b8f2
16fa, 1d1f
16fb, 3b4e
16fc, 0f9b
16fd, 5638
16fe, c5e6
16ff, 123e
1700, c404
1701, b4b3
1702, 5d83
1703, 75af
1704, 8089
1705, fc35
1706, a178
1707, f049
1708, 36f1
1709, 9bff
170a, be6e
170b, fa98
170c, ce29
170d, d8c1
170e, cfd5
170f, 1de3
1710, 7473
1711, 14e3
1712, fd73
1713, 2c89
1714, 3049
1715, a51d
1716, 8e2a
1717, 50b9
1718, adc6
1719, df80
171a, 2e29
171b, 602a
171c, 8e89
171d, 14c6
171e, cb13
171f, 9de3
1720, be25
1721, 8e83
1722, eb73
1723, 2be3
1724, 8c89
1725, 741d
1726, 44cd
1727, 8c29
1728, cb76
1729, 2e8a
172a, b475
172b, 2c2a
172c, 8415
172d, 4eb6
172e, bc43
172f, eb15
1730, e6fd
1731, 2470
1732, 3d70
1733, a2e3
1734, fd18
1735, 9b06
1736, b301
1737, 281c
1738, 35c9
1739, a3e2
173a, a4c5
173b, 82e1
173c, 26f1
173d, 4b10
173e, 7506
173f, 98a3
1740, 8c3b
1741, 8ce6
1742, 84b5
1743, a8b9
1744, e6e4
1745, 1fd3
1746, 0faf
1747, 8638
1748, 3871
1749, f785
174a, b9b4
174b, 5dff
174c, b9a8
174d, f7ec
174e, 1d3a
174f, e4a8
1750, 2965
1751, 7c1f
1752, b41a
1753, bdf5
1754, 4a3f
1755, 759d
1756, 74b5
1757, ceed
1758, 8b19
1759, bf30
175a, 23a3
175b, ece5
175c, cb83
175d, 7ec9
175e, b053
175f, 1695
1760, f2eb
1761, 7723
1762, 0943
1763, 7f64
1764, 1bf3
1765, f925
1766, f30d
1767, cc2b
1768, 0598
1769, ec84
176a, a5a3
176b, c20d
176c, 1fdb
176d, 0b78
176e, 1746
176f, f308
1770, 8c86
1771, bc46
1772, e416
1773, ba34
1774, e6f8
1775, 1b7d
1776, 496b
1777, e604
1778, c413
1779, 73f2
177a, b9d8
177b, c60b
177c, 8954
177d, 2c23
177e, 2ebd
177f, e475
1780, 6124
1781, 18b0
1782, c7b6
1783, b179
1784, 3781
1785, e745
1786, 54cb
1787, c2ca
1788, 0b72
1789, e2e9
178a, d874
178b, 6c27
178c, 41ca
178d, 5eb2
178e, 7829
178f, 9214
1790, 4a3d
1791, ce7a
1792, 4b7a
1793, 6783
1794, fbe5
1795, eda6
1796, 79ae
1797, b3fc
1798, 8479
1799, 08ed
179a, deb5
179b, 86fe
179c, 7af1
179d, ece0
179e, bfd6
179f, 13a3
17a0, eb9b
17a1, 4b46
17a2, 3525
17a3, a125
17a4, f294
17a5, 9ed3
17a6, d5af
17a7, 8284
17a8, 330e
17a9, fa48
17aa, c374
17ab, 4bff
17ac, b364
17ad, 32e7
17ae, e03d
17af, e575
17b0, 3782
17b1, c22f
17b2, c143
17b3, 75de
17b4, 9df3
17b5, e1b5
17b6, 596d
17b7, c06b
17b8, 0418
17b9, e038
17ba, 6fd3
17bb, 060d
17bc, 1567
17bd, 6c28
17be, e280
17bf, f874
17c0, 1b16
17c1, 7be6
17c2, 95e6
17c3, c6f4
17c4, e2e4
17c5, fd76
17c6, 13ab
17c7, 1274
17c8, 0513
17c9, c812
17ca, 7304
17cb, c2cb
17cc, 1394
17cd, 7bc3
17ce, c476
17cf, f5c5
17d0, a8c4
17d1, 1126
17d2, aa26
17d3, c8c9
17d4, 3a5e
17d5, 9a83
17d6, 5eb7
17d7, 06ca
17d8, ad02
17d9, f619
17da, d1be
17db, 6067
17dc, e8ca
17dd, f472
17de, 71b3
17df, f6f4
17e0, c3a5
17e1, 2b1f
17e2, d51a
17e3, b059
17e4, 573f
17e5, a49d
17e6, cec5
17e7, afe6
17e8, 5def
17e9, 6e50
17ea, b9df
17eb, f015
17ec, cce5
17ed, b47f
17ee, cd93
17ef, f2f5
17f0, be64
17f1, bec5
17f2, 8b45
17f3, 2faf
17f4, 8c3e
17f5, 1055
17f6, a8b4
17f7, ec89
17f8, 5211
17f9, 1dff
17fa, b4a8
17fb, f7e4
17fc, b4b9
17fd, 01c1
17fe, c569
17ff, eb94
1800, 7924
1801, d6f9
1802, 28f0
1803, b92c
1804, 98a1
1805, 08f2
1806, f030
1807, 17a6
1808, 4b35
1809, 57dc
180a, e61c
180b, 1ed9
180c, a9a6
180d, d5d5
180e, 7614
180f, 9734
1810, cf68
1811, 9955
1812, e765
1813, a300
1814, 147e
1815, c156
1816, 760e
1817, e890
1818, 77bb
1819, 1200
181a, 1d97
181b, 78ee
181c, 0690
181d, e96b
181e, aa55
181f, 1c88
1820, c561
1821, 9339
1822, 9ad5
1823, d90a
1824, 1501
1825, a95d
1826, baae
1827, 93f0
1828, 7adb
1829, f60a
182a, 409c
182b, 73fe
182c, 6af0
182d, e3d7
182e, a65f
182f, 1054
1830, a47f
1831, a03f
1832, ce3a
1833, c40c
1834, f40f
1835, a49c
1836, 174a
1837, f0dc
1838, 1741
1839, 1d7a
183a, 1d9a
183b, f92f
183c, ae2c
183d, c9d1
183e, cde1
183f, fde1
1840, 297e
1841, 0635
1842, 09f6
1843, 280b
1844, 180e
1845, 2987
1846, 5b47
1847, 97cb
1848, 9039
1849, 4767
184a, 4797
184b, 9e2e
184c, 082b
184d, 65d9
184e, 26e8
184f, 16ee
1850, 0429
1851, d093
1852, d55d
1853, bfc7
1854, 94c9
1855, 7f4b
1856, 465c
1857, f06a
1858, 4654
1859, edc7
185a, 5c10
185b, 1961
185c, d56a
185d, 2904
185e, 7d4e
185f, 9c45
1860, 030f
1861, 3f39
1862, 4cd9
1863, 61bc
1864, 9301
1865, b15a
1866, a2ce
1867, 3f37
1868, c2a0
1869, 5a6c
186a, 92ec
186b, a3fe
186c, dc47
186d, f3a0
186e, 6a5f
186f, e29f
1870, bfa1
1871, 599f
1872, 960f
1873, 61cc
1874, e4cf
1875, 03fa
1876, b77f
1877, 98ec
1878, 760c
1879, 92cc
187a, 8c1a
187b, 78ef
187c, 67ec
187d, 890c
187e, 6aff
187f, edf1
1880, 0369
1881, 3f33
1882, fda3
1883, 6306
1884, 9309
1885, 0396
1886, daaf
1887, 3f3a
1888, aadd
1889, 5a60
188a, 5a90
188b, a3ff
188c, ddfd
188d, f3da
188e, 6a55
188f, 9a55
1890, 6e7f
1891, 6d3f
1892, 0f3a
1893, be0c
1894, e50f
1895, 75ec
1896, 824a
1897, 9c2c
1898, ea31
1899, eb0c
189a, 809a
189b, e12f
189c, 642c
189d, b3d1
189e, b0e1
189f, 9bef
18a0, c3ce
18a1, 0a93
18a2, 719d
18a3, 21d7
18a4, 13c9
18a5, d137
18a6, 9c8c
18a7, 9a02
18a8, ec5f
18a9, 4a20
18aa, 12f7
18ab, 9f61
18ac, 0172
18ad, 0f6f
18ae, 2a4e
18af, f2fe
18b0, 69a9
18b1, 3595
18b2, 3069
18b3, 68cb
18b4, 98ce
18b5, 6930
18b6, d77e
18b7, 3e87
18b8, a600
18b9, 5727
18ba, 5717
18bb, a8ee
18bc, dbeb
18bd, 3900
18be, 66f5
18bf, 96f9
18c0, c5a1
18c1, f39f
18c2, 120f
18c3, a8cc
18c4, f5cf
18c5, c8fa
18c6, c27f
18c7, f39c
18c8, c27c
18c9, f6ac
18ca, 1b1a
18cb, a3ef
18cc, a2ec
18cd, 130c
18ce, a6ff
18cf, 1b11
18d0, a9d5
18d1, 95f3
18d2, eba3
18d3, d9d0
18d4, 18a9
18d5, c8f6
18d6, 06af
18d7, 8e3a
18d8, 77dd
18d9, 47d0
18da, f6f0
18db, 78ff
18dc, 603a
18dd, 99dd
18de, a6f5
18df, 1735
18e0, 0eb5
18e1, dd55
18e2, 2456
18e3, 7577
18e4, 957e
18e5, 0e5b
18e6, 1a57
18e7, 1c60
18e8, 4288
18e9, 9b07
18ea, 9be0
18eb, 11be
18ec, af60
18ed, 2368
18ee, 7088
18ef, 9088
18f0, c321
18f1, 0a99
18f2, 6390
18f3, 23c2
18f4, 13c1
18f5, c312
18f6, 5d50
18f7, 9a06
18f8, 5d55
18f9, 4a2c
18fa, 4a1c
18fb, 9f69
18fc, 0366
18fd, 6f05
18fe, 2a44
18ff, 1a44
1900, 28a1
1901, ef6d
1902, 0c6d
1903, c9d9
1904, 1ae5
1905, 5253
1906, 4167
1907, aba0
1908, c6cd
1909, f739
190a, c108
190b, 2ab0
190c, 15a0
190d, 18a2
190e, b363
190f, 461f
1910, 24c9
1911, 439f
1912, 320f
1913, 77e5
1914, 9013
1915, d3ea
1916, e9ad
1917, 9705
1918, d2a0
1919, 09e6
191a, 7ec3
191b, 07ad
191c, e995
191d, 43a0
191e, 22ef
191f, 3d19
1920, ce79
1921, e99f
1922, 860f
1923, 7245
1924, 1c13
1925, b8ea
1926, 13dd
1927, eaa5
1928, 2600
1929, 7116
192a, c423
192b, caad
192c, e335
192d, 1900
192e, 77ef
192f, 4be9
1930, 46f0
1931, cd96
1932, f496
1933, db1f
1934, 5de1
1935, 3200
1936, 947d
1937, f6c4
1938, a8f5
1939, d51c
193a, 647f
193b, 0d72
193c, f813
193d, c6a5
193e, 2300
193f, 38a9
1940, 179c
1941, 7d69
1942, 7f55
1943, 6ec5
1944, 8d11
1945, 8365
1946, 8f22
1947, 0726
1948, c894
1949, 5b45
194a, 7fc1
194b, 7dc2
194c, 9820
194d, 2764
194e, 8a96
194f, 4801
1950, 79a9
1951, 8f33
1952, eda3
1953, c653
1954, ea95
1955, b3fa
1956, 8306
1957, 406f
1958, 76a6
1959, c99d
195a, 7365
195b, ba60
195c, 4593
195d, 89d6
195e, 7aff
195f, 86f9
1960, 5be7
1961, b6d3
1962, 6833
1963, 23d8
1964, 429f
1965, 5523
1966, 437c
1967, dd2b
1968, b5e9
1969, 4248
196a, d30f
196b, d20c
196c, 3426
196d, bb0e
196e, 8b4d
196f, 550e
1970, 1c1a
1971, 7af0
1972, 83f0
1973, 7091
1974, 469e
1975, 82c0
1976, fe70
1977, 5b7f
1978, 23ff
1979, b59c
197a, c90e
197b, db70
197c, 9eef
197d, caaf
197e, 71c0
197f, 44cf
1980, 0e71
1981, 4906
1982, 2666
1983, 242f
1984, 9c18
1985, 4b85
1986, e4db
1987, cada
1988, bb0c
1989, 1c4f
198a, 0428
198b, 7cab
198c, 43da
198d, ee0c
198e, 2e75
198f, 5be1
1990, ea90
1991, 205d
1992, 159d
1993, 0c1f
1994, 5b19
1995, 460a
1996, 5e26
1997, 92c3
1998, 7395
1999, 641a
199a, 0ec9
199b, 0bc6
199c, 5143
199d, ba65
199e, c90a
199f, 8309
19a0, 4297
19a1, c0d5
19a2, ae35
19a3, 64b3
19a4, 3bf1
19a5, 38d5
19a6, 15c2
19a7, 0ab2
19a8, c3e5
19a9, 5d84
19aa, 25c1
19ab, aba2
19ac, 91bd
19ad, c208
19ae, 4636
19af, 4379
19b0, 9c17
19b1, 2aa3
19b2, 2333
19b3, 2908
19b4, 569f
19b5, 4423
19b6, e97c
19b7, dbb6
19b8, b4fe
19b9, 4658
19ba, 090f
19bb, b67c
19bc, 3e76
19bd, 7cae
19be, 4c1d
19bf, 54ce
19c0, 8b1a
19c1, b690
19c2, 5890
19c3, 2d91
19c4, 421e
19c5, 5670
19c6, 34c0
19c7, 3d71
19c8, 68ff
19c9, 24ec
19ca, 23ae
19cb, ddc7
19cc, 34ef
19cd, b6af
19ce, b870
19cf, 55cf
19d0, d471
19d1, 43d6
19d2, d2d6
19d3, 7e2f
19d4, 9098
19d5, 3d45
19d6, ee0b
19d7, 07da
19d8, 2d7a
19d9, 904f
19da, 0e78
19db, 7076
19dc, e9da
19dd, 440c
19de, 2425
19df, 3d91
19e0, b30f
19e1, 15f3
19e2, fba3
19e3, ca95
19e4, f7f5
19e5, d8fa
19e6, 49d0
19e7, 3c69
19e8, 020d
19e9, a196
19ea, c9a5
19eb, d7d0
19ec, 4f59
19ed, e30d
19ee, 26ff
19ef, 529f
19f0, 71a1
19f1, e5d0
19f2, 70d6
19f3, b369
19f4, 1794
19f5, 8635
19f6, 4802
19f7, 7d00
19f8, 72a2
19f9, ea59
19fa, c864
19fb, 276c
19fc, 8f00
19fd, 81d2
19fe, b9a5
19ff, 82f1
1a00, bf73
1a01, 8f83
1a02, 8025
1a03, c645
1a04, 8d89
1a05, 7910
1a06, 49c0
1a07, 8d75
1a08, 7620
1a09, 7386
1a0a, 2529
1a0b, ba70
1a0c, 4515
1a0d, e3ba
1a0e, 7aef
1a0f, 8015
1a10, df73
1a11, 4fe3
1a12, 8073
1a13, 665e
1a14, 5d49
1a15, 6992
1a16, 5860
1a17, 8d29
1a18, 670d
1a19, 6337
1a1a, 65b9
1a1b, 62d0
1a1c, 8589
1a1d, 310d
1a1e, da94
1a1f, 50e3
1a20, 5683
1a21, 86b3
1a22, 4c04
1a23, 0f37
1a24, 8b89
1a25, d1e2
1a26, 0cd0
1a27, 8b6e
1a28, 2a0d
1a29, 6887
1a2a, 9a49
1a2b, b660
1a2c, ea29
1a2d, 6b6d
1a2e, 6552
1a2f, 4ce3
1a30, 3c96
1a31, cd80
1a32, 158a
1a33, d7f4
1a34, 5a14
1a35, 407d
1a36, f52c
1a37, 92d1
1a38, a85f
1a39, 61f2
1a3a, d9c4
1a3b, 0d2c
1a3c, f831
1a3d, a269
1a3e, 2f76
1a3f, 3e03
1a40, 83b5
1a41, e3e6
1a42, 4e3b
1a43, 68f7
1a44, 8ae4
1a45, 17a7
1a46, 07db
1a47, 8ab4
1a48, c83e
1a49, 7fec
1a4a, 5b38
1a4b, 7dbc
1a4c, 9ba8
1a4d, 7f85
1a4e, 8d70
1a4f, 4ea8
1a50, 5233
1a51, ea23
1a52, 1bd1
1a53, c98a
1a54, 4d59
1a55, 2ef2
1a56, ab0a
1a57, 4c0e
1a58, c6da
1a59, 2457
1a5a, f75f
1a5b, 2a00
1a5c, 167f
1a5d, 0cdd
1a5e, b34d
1a5f, 40f3
1a60, 50f2
1a61, 701a
1a62, 1f1a
1a63, ccf9
1a64, 4795
1a65, faac
1a66, 31ab
1a67, f70e
1a68, 2f13
1a69, ce90
1a6a, 21a5
1a6b, d70b
1a6c, f1fe
1a6d, b0c3
1a6e, 09ac
1a6f, 3fa4
1a70, 5325
1a71, 8346
1a72, 8e9b
1a73, b85d
1a74, 4a94
1a75, 577b
1a76, 66b2
1a77, 4a74
1a78, b995
1a79, df9d
1a7a, 8b84
1a7b, dc7d
1a7c, 5b64
1a7d, 6435
1a7e, 5ddb
1a7f, 8e75
1a80, 3658
1a81, 4679
1a82, 1cae
1a83, aff2
1a84, 5b41
1a85, a117
1a86, ca2a
1a87, ebd4
1a88, 2cab
1a89, 0842
1a8a, fa31
1a8b, bbdc
1a8c, 1ac3
1a8d, 26b6
1a8e, d597
1a8f, 3c18
1a90, 3863
1a91, 198d
1a92, 1457
1a93, 6432
1a94, 3713
1a95, 4c0b
1a96, 0a22
1a97, 1621
1a98, c359
1a99, 2912
1a9a, 5d44
1a9b, ab2a
1a9c, 9cd4
1a9d, ae53
1a9e, 46bd
1a9f, 4f05
1aa0, 4016
1aa1, 2046
1aa2, 8f86
1aa3, 0c91
1aa4, 57f8
1aa5, ea70
1aa6, 946c
1aa7, 57d8
1aa8, 7389
1aa9, 0ef7
1aaa, 6104
1aab, 0bd7
1aac, 5154
1aad, c629
1aae, c9c0
1aaf, 8f75
1ab0, 33d4
1ab1, 431a
1ab2, eefc
1ab3, 2890
